#### pytwalk: twalk Output, finished: 2024.04.09:03:45:56
#"$g$", "$b$", "Energy"
13.373736533871 0.086278095965367 17384.1989565611
13.373736533871 0.086278095965367 17384.1989565611
13.373736533871 0.086278095965367 17384.1989565611
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
5.6195576366459 0.771590256751246 2087.20386020274
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.17856677248047 0.82934606832403 1526.81522333564
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
6.56534412236261 0.875283862588413 1214.12694619135
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.02825425688034 1.04129732172514 1129.68639099888
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.47915137693691 1.1994381119441 1057.6799376558
7.28002918901488 0.973409873341832 773.656649533418
8.33796944105098 0.240605370244071 564.167241101349
8.33796944105098 0.240605370244071 564.167241101349
8.33796944105098 0.240605370244071 564.167241101349
8.33796944105098 0.240605370244071 564.167241101349
7.40927060735534 0.883888094428179 517.769522415194
7.40927060735534 0.883888094428179 517.769522415194
7.40927060735534 0.883888094428179 517.769522415194
