2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
2.333021856361711371e-03,9.577130310605401486e-02,1.169770652999245385e+03
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
4.359897808195728822e-03,3.833263177952768719e-01,5.908642029167494059e+01
3.673370275074136666e-03,3.761054066775993965e-01,5.597416981401131153e+01
3.673370275074136666e-03,3.761054066775993965e-01,5.597416981401131153e+01
3.673370275074136666e-03,3.761054066775993965e-01,5.597416981401131153e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
2.730519092763106052e-03,4.339470669615710374e-01,5.398196828503652966e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
3.863128000947344161e-03,4.379047489051834940e-01,5.331013446451395765e+01
